graph_class,n,p,seed,graph_seed,m_edges,kind,periodic_K,lam0,lam_star_grid,J_star_grid,budget_evals,inner,outer_max,L_vqe,eta0,eta_pow,step_clip,fd_c_frac,auc_id,auc_fd,delta_auc,final_id,final_fd,delta_final
er,14,0.35,1,7,31,periodic,6,0.8,3.5666666666666664,67.68643646735056,2000.0,28,250,2,0.25,0.4,0.6,0.1,0.7387228926882994,0.6958126720456753,0.042910220642624064,0.790425287166919,0.7719965384106777,0.01842874875624123
er,14,0.35,2,7,28,periodic,6,0.8,0.20000000000000018,60.31083314424702,2000.0,28,250,2,0.25,0.4,0.6,0.1,0.7699562840229125,0.730179116492385,0.03977716753052751,0.849704075594129,0.7998674352476891,0.049836640346439864
er,14,0.35,3,7,26,periodic,6,0.8,-3.833333333333333,57.30699089623798,2000.0,28,250,2,0.25,0.4,0.6,0.1,0.7503787368256063,0.7340290115608289,0.016349725264777404,0.8229245720725324,0.8305540789173492,-0.00762950684481678
er,14,0.5,1,7,51,periodic,6,0.8,-0.7999999999999998,94.84103178144946,2000.0,28,250,2,0.25,0.4,0.6,0.1,0.7814173439462441,0.778416162762497,0.003001181183747037,0.8283775506779497,0.8273110476849835,0.0010665029929661785
er,14,0.5,2,7,49,periodic,6,0.8,-3.6333333333333333,92.22314227804308,2000.0,28,250,2,0.25,0.4,0.6,0.1,0.7623790270497594,0.7443489468244563,0.018030080225303058,0.8249023305366445,0.8068650497610881,0.01803728077555644
er,14,0.5,3,7,51,periodic,6,0.8,-4.233333333333333,97.747574155692,2000.0,28,250,2,0.25,0.4,0.6,0.1,0.7714852795509809,0.7211786019845069,0.050306677566474,0.826284799445196,0.765983333871339,0.06030146557385696
er,14,0.65,1,7,62,periodic,6,0.8,-4.133333333333333,109.17298691138704,2000.0,28,250,2,0.25,0.4,0.6,0.1,0.8129662165041794,0.7913900051846189,0.021576211319560556,0.8572675426376618,0.8533782217074857,0.0038893209301761322
er,14,0.65,2,7,62,periodic,6,0.8,1.4666666666666668,105.35864420443839,2000.0,28,250,2,0.25,0.4,0.6,0.1,0.849391098011796,0.8167732441775291,0.03261785383426696,0.9222786727463592,0.869887874746065,0.052390798000294225
er,14,0.65,3,7,60,periodic,6,0.8,0.7999999999999998,104.82119668164702,2000.0,28,250,2,0.25,0.4,0.6,0.1,0.8354357135540831,0.8101185952690423,0.025317118285040796,0.8856692038932406,0.8802029038375447,0.005466300055695816
ring,8,0.2,1,7,8,periodic,6,0.8,-1.6,23.059456848933937,2000.0,28,250,2,0.25,0.4,0.6,0.1,0.8651605186782166,0.8624267096790439,0.0027338089991727488,0.9868662824490092,0.9970235935428386,-0.010157311093829446
ring,8,0.2,2,7,8,periodic,6,0.8,1.0333333333333332,22.6273864818468,2000.0,28,250,2,0.25,0.4,0.6,0.1,0.903522680532941,0.8480697529311856,0.055452927601755464,0.9994292255559849,0.9713368537778294,0.02809237177815549
ring,8,0.2,3,7,8,periodic,6,0.8,-0.7999999999999998,23.031350615934727,2000.0,28,250,2,0.25,0.4,0.6,0.1,0.9050823633913839,0.792656880945142,0.11242548244624195,0.9994477276969558,0.9912685491419502,0.008179178555005606
ring,8,0.35,1,7,8,periodic,6,0.8,1.1333333333333329,23.11268979968536,2000.0,28,250,2,0.25,0.4,0.6,0.1,0.8899713821409773,0.8755730932854661,0.014398288855511199,0.9986664970782173,0.9710175252414875,0.027648971836729763
ring,8,0.35,2,7,8,periodic,6,0.8,-1.1333333333333333,23.00131637061623,2000.0,28,250,2,0.25,0.4,0.6,0.1,0.8898193348116338,0.6809128510606464,0.20890648375098742,0.9873833908686027,0.8065185300622234,0.1808648608063793
ring,8,0.35,3,7,8,periodic,6,0.8,-3.7,21.742994414706793,2000.0,28,250,2,0.25,0.4,0.6,0.1,0.8105218225468172,0.7616824766394481,0.04883934590736905,0.9165497740621512,0.9006464766877683,0.015903297374382896
