instance,seed,family,K,graph_seed,n,p_edge,m_edges,L,inner_iters,restarts,shots,budget_evals,c_frac,eta0,eta_pow,step_clip,fd_warmstart,Jstar,auc_id,auc_fd,auc_gain,best_final_id,best_final_fd,steps_id,steps_fd,evals_end_id,evals_end_fd
0,7,periodic,6.0,7.0,12.0,0.45,27,2,28,1,0,2000.0,0.05,0.35,0.6,0.6,best,71.33001288470322,0.6931108441176924,0.6339374295159006,0.05917341460179182,0.7391886836340296,0.6669997107849889,23,7,1955.0,1785.0
1,8,periodic,6.0,7.0,12.0,0.45,21,2,28,1,0,2000.0,0.05,0.35,0.6,0.6,best,54.76406361760101,0.777752653498482,0.6515422278960318,0.12621042560245022,0.8406924070397266,0.7214412601351956,23,7,1955.0,1785.0
2,9,periodic,6.0,7.0,12.0,0.45,34,2,28,1,0,2000.0,0.05,0.35,0.6,0.6,best,84.91213549686684,0.7651933923599058,0.6711035164791868,0.09408987588071904,0.8052515004687156,0.7110137895844731,23,7,1955.0,1785.0
3,10,periodic,6.0,7.0,12.0,0.45,29,2,28,1,0,2000.0,0.05,0.35,0.6,0.6,best,70.65456490234763,0.799824169183642,0.6945878678451682,0.10523630133847373,0.8745694712636736,0.747352989430585,23,7,1955.0,1785.0
4,11,periodic,6.0,7.0,12.0,0.45,33,2,28,1,0,2000.0,0.05,0.35,0.6,0.6,best,76.38623511153483,0.7900660965681093,0.700906874021983,0.0891592225461263,0.8479641545222668,0.7481634947392537,23,7,1955.0,1785.0
5,12,periodic,6.0,7.0,12.0,0.45,30,2,28,1,0,2000.0,0.05,0.35,0.6,0.6,best,73.42530532487797,0.770780389383905,0.6737147194339038,0.09706566995000121,0.8198241933523236,0.7048598219792539,23,7,1955.0,1785.0
6,13,periodic,6.0,7.0,12.0,0.45,31,2,28,1,0,2000.0,0.05,0.35,0.6,0.6,best,75.77090658720934,0.8006558090047233,0.6878593716429611,0.11279643736176226,0.865558269679532,0.7148971439812795,23,7,1955.0,1785.0
7,14,periodic,6.0,7.0,12.0,0.45,33,2,28,1,0,2000.0,0.05,0.35,0.6,0.6,best,78.85963466270405,0.8439578101225301,0.7176322635540606,0.1263255465684695,0.8902275517269288,0.7766137688463797,23,7,1955.0,1785.0
